,name,country_code,city,latitude,longitude
357,dsignz media,IND,"Kodambakkam, Chennai",13.0445424,80.2156162
358,Durango Web Pro,USA,Durango,37.2735887,-107.8761223
359,Netboot,ROM,Bucharest,44.4479237,26.097879
360,Mindfly Web Studio,USA,Bellingham,48.7505449,-122.4803774
361,Brady Mills Graphics,USA,Nashville,36.1749152,-86.7889469
362,Ifline Technologies,IND,chennai,13.0293465,80.2122271
363,Hirshorn Zuckerman Design Group,USA,New York,40.756054,-73.986951
364,Hirshorn Zuckerman Design Group,USA,Rockville,39.083916,-77.156823
365,eCommerce Positioning,USA,everett,47.931263,-122.255136
366,Think BIG Sites,USA,Melville,40.732076,-73.424968
367,Masterpiece,GBR,London,51.5219131,-0.0833747
368,BUGBYTE,NLD,Breda,51.5864572,4.7787001
369,Blackwave Creative,USA,Hoboken,40.8491136,-74.4197213
370,Papp-Art,DEU,DÃ¼sseldorf,51.233068,6.7190874
371,Scopial Fashions,IND,Thane West,19.2025218,72.9637728
372,deBruyn Design + Marketing,CAN,,49.034602,-122.832125
373,Axle IT,AUS,Queensland,-27.471324,153.004781
374,Say Design,USA,Aliso Viejo,33.579204,-117.7293383
375,Boring,GBR,London,51.5183725,-0.0740678
376,Verve Creative,USA,West Newton,42.34975,-71.228865
377,Site Mafia Interactive,CAN,Toronto,43.6694834,-79.389325
378,CMS Critic,CAN,Edmonton,53.540941,-113.493698
379,ProtoShare,USA,Portland,45.519475,-122.675255
380,Pleth,USA,Batesville,35.7676229,-91.6304572
381,Maga Design Group,USA,"Washington, DC",38.921547,-77.041976
382,Ashe Media Holdings,USA,,33.884218,-84.338429
383,TIS India,USA,Las Vegas,36.215329,-115.23662
384,Epsilon Concepts,USA,Los Angeles,34.051508,-118.262233
385,OE Design,AUS,Burleigh Heads,-28.085945,153.390945
386,Exfront Technologies,USA,Dallas,32.864024,-96.662332
387,Earthenhive Architects,IND,Bangalore,13.014823,77.6503104
388,MetaLab,CAN,"Victoria, British Columbia",48.4096766,-123.3476874
389,Matt Salik Freelance Design,CAN,Victoria BC,48.4275,-123.367259
390,Think Orange,PRT,Lisboa,38.703497,-9.178734
391,Synonym,USA,Boulder,41.310557,-105.585771
392,Synonym,USA,Chicago,41.879535,-87.624333
393,Wezz Interactive,NLD,Amsterdam,52.3692971,4.9339596
394,RegalBuilt,USA,San Jose,37.2471229,-121.8277925
