,name,iata_code,iso_country,latitude,longitude
1085,Berlin Brandenburg Airport,BER,DE,52.362247,13.500672
1086,Dresden Airport,DRS,DE,51.134123,13.767831
1087,Erfurt Airport,ERF,DE,50.97980117797852,10.958100318908691
1088,Frankfurt Airport,FRA,DE,50.036521,8.561268
1089,Münster Osnabrück Airport,FMO,DE,52.134602,7.68483
1090,Hamburg Helmut Schmidt Airport,HAM,DE,53.630402,9.98823
1091,Cologne Bonn Airport,CGN,DE,50.865898,7.14274
1092,Düsseldorf Airport,DUS,DE,51.289501,6.76678
1093,Munich Airport,MUC,DE,48.353802,11.7861
1094,Nuremberg Airport,NUE,DE,49.498699,11.078056
1095,Leipzig/Halle Airport,LEJ,DE,51.423889,12.236389
1096,Saarbrücken Airport,SCN,DE,49.2145996094,7.10950994492
1097,Stuttgart Airport,STR,DE,48.6898994446,9.22196006775
1098,Hannover Airport,HAJ,DE,52.461101532,9.68507957458
1099,Bremen Airport,BRE,DE,53.047501,8.78667
1100,Frankfurt-Hahn Airport,HHN,DE,49.9487,7.26389
1101,Mannheim-City Airport,MHG,DE,49.473057,8.514167
1102,Eisenach-Kindel Airport,EIB,DE,50.991604,10.47973
1103,Siegerland Airport,SGE,DE,50.70769882202149,8.082969665527344
1104,Itzehoe/Hungriger Wolf Airfield,IZE,DE,53.992009,9.576409
1105,Hamburg-Finkenwerder Airport,XFW,DE,53.5352783203125,9.835556030273438
1106,Kiel-Holtenau Airport,KEL,DE,54.379444,10.145278
1107,Lübeck Blankensee Airport,LBC,DE,53.8054008484,10.7192001343
1108,Neumünster Airport,EUM,DE,54.07944488525391,9.941389083862305
1109,Memmingen Allgau Airport,FMM,DE,47.9888000488,10.2395000458
1110,Aachen-Merzbrück Airport,AAH,DE,50.823055,6.186389
1111,Bonn-Hangelar Airport,BNJ,DE,50.7688903809,7.16333293915
1112,Essen Mülheim Airport,ESS,DE,51.402302,6.93733
1113,Bielefeld Airport,BFE,DE,51.964722,8.544444
1114,Mönchengladbach Airport,MGL,DE,51.230278,6.504444
1115,Paderborn Lippstadt Airport,PAD,DE,51.6141014099,8.616319656369999
1116,Weeze Airport,NRN,DE,51.6024017334,6.14216995239
1117,Dortmund Airport,DTM,DE,51.518299,7.61224
1118,Augsburg Airport,AGB,DE,48.425278,10.931667
1119,Oberpfaffenhofen Airport,OBF,DE,48.081402,11.2831
1120,Straubing Airport,RBM,DE,48.90083312988281,12.516667366027832
1121,Friedrichshafen Airport,FDH,DE,47.671299,9.51149
1122,Schwerin Parchim Airport,SZW,DE,53.426998,11.7834
1123,Bayreuth Airport,BYU,DE,49.985001,11.64
1124,Burg Feuerstein Airport,URD,DE,49.794166564941,11.133610725403
1125,Giebelstadt Airport,GHF,DE,49.6480560303,9.966388702390002
1126,Hof-Plauen Airport,HOQ,DE,50.288612,11.856389
1127,Bitburg Airport,BBJ,DE,49.945278,6.565
1128,Zweibrücken Airport,ZQW,DE,49.2094,7.40056
1129,Karlsruhe Baden-Baden Airport,FKB,DE,48.7794,8.0805
1130,Lahr Airport,LHA,DE,48.3693008423,7.82772016525
1131,Braunschweig-Wolfsburg Airport,BWE,DE,52.319199,10.5561
1132,Kassel-Calden Airport,KSF,DE,51.417273,9.384967
1133,Emden Airport,EME,DE,53.391109,7.2275
1134,Wangerooge Airport,AGE,DE,53.78277969360352,7.913888931274414
1135,Wilhelmshaven-Mariensiel Airport,WVN,DE,53.502220153808594,8.05222225189209
1136,Juist Airport,JUI,DE,53.68111038208008,7.055832862854004
1137,Langeoog Airport,LGO,DE,53.74250030517578,7.497777938842773
1138,Borkum Airport,BMK,DE,53.59639,6.709167
1139,Norden-Norddeich Airport,NOD,DE,53.6330566406,7.19027805328
1140,Varrelbusch Airport,VAC,DE,52.908333,8.040556
1141,Norderney Airport,NRD,DE,53.706944,7.23
1142,Baltrum Airport,BMR,DE,53.72472381591797,7.373332977294922
1143,Heide-Büsum Airport,HEI,DE,54.1533317566,8.90166664124
1144,Flensburg-Schäferhaus Airport,FLF,DE,54.77333450317383,9.378889083862305
1145,Helgoland-Düne Airport,HGL,DE,54.1852798462,7.91583299637
1146,Husum-Schwesing Airport,QHU,DE,54.5099983215,9.13833332062
1147,St. Peter-Ording Airport,PSH,DE,54.30888748168945,8.686944007873535
1148,Westerland Sylt Airport,GWT,DE,54.9132003784,8.34047031403
1149,Wyk auf Föhr Airport,OHR,DE,54.68444442749024,8.528332710266113
1150,Kärdla Airport,KDL,EE,58.99079895019531,22.830699920654297
1151,Kuressaare Airport,URE,EE,58.22990036010742,22.50950050354004
1152,Pärnu Airport,EPU,EE,58.41899871826172,24.47279930114746
1153,Berenice International Airport / Banas Cape Air Base,EES,EG,23.989802,35.465047
1154,Lennart Meri Tallinn Airport,TLL,EE,59.41329956049999,24.8327999115
1155,Tartu Airport,TAY,EE,58.307499,26.690399
1156,Enontekio Airport,ENF,FI,68.362602233887,23.424299240112
1157,Efogi Airport,EFG,PG,-9.15380555556,147.659805556
1158,Halli Airport,KEV,FI,61.856039,24.786686
1159,Helsinki Vantaa Airport,HEL,FI,60.3172,24.963301
1160,Hyvinkää Airfield,HYV,FI,60.6544,24.8811
1161,Kitee Airport,KTQ,FI,62.1661,30.073601
1162,Ivalo Airport,IVL,FI,68.607299804688,27.405300140381
1163,Joensuu Airport,JOE,FI,62.662899,29.6075
1164,Jyväskylä Airport,JYV,FI,62.399502,25.678301
1165,Kauhava Airfield,KAU,FI,63.127102,23.051399
1166,Kemi-Tornio Airport,KEM,FI,65.778701782227,24.582099914551
1167,Kajaani Airport,KAJ,FI,64.2855,27.6924
1168,Kauhajoki Airfield,KHJ,FI,62.463212,22.390817
1169,Kokkola-Pietarsaari Airport,KOK,FI,63.721199,23.143101
1170,Kuusamo Airport,KAO,FI,65.987602,29.239401
1171,Kittilä Airport,KTT,FI,67.700996398926,24.846799850464
1172,Kuopio Airport,KUO,FI,63.007099,27.7978
1173,Lappeenranta Airport,LPP,FI,61.044601,28.144743
1174,Mariehamn Airport,MHQ,FI,60.1222,19.898199
1175,Mikkeli Airport,MIK,FI,61.6866,27.201799
1176,Oulu Airport,OUL,FI,64.930099,25.354601
1177,Pori Airport,POR,FI,61.4617,21.799999
1178,Rovaniemi Airport,RVN,FI,66.564796447754,25.830400466919
1179,Savonlinna Airport,SVL,FI,61.9431,28.945101
1180,Seinäjoki Airport,SJY,FI,62.692101,22.8323
1181,Sodankyla Airport,SOT,FI,67.3949966431,26.6191005707
1182,Tampere-Pirkkala Airport,TMP,FI,61.414101,23.604401
1183,Turku Airport,TKU,FI,60.514099,22.2628
1184,Utti Air Base,UTI,FI,60.8964,26.9384
1185,Vaasa Airport,VAA,FI,63.050701,21.762199
1186,Varkaus Airport,VRK,FI,62.171101,27.868601
1187,Ylivieska Airfield,YLI,FI,64.054722,24.725278
1188,Abu Rudes Airport,AUE,EG,28.904764,33.193817
1189,Belfast International Airport,BFS,GB,54.6575012207,-6.21582984924
1190,Enniskillen/St Angelo Airport,ENK,GB,54.398899,-7.65167
1191,George Best Belfast City Airport,BHD,GB,54.618099,-5.8725
1192,City of Derry Airport,LDY,GB,55.04280090332031,-7.161109924316406
1193,Birmingham International Airport,BHX,GB,52.4538993835,-1.74802994728
1194,Coventry Airport,CVT,GB,52.3697013855,-1.47971999645
1195,Gloucestershire Airport,GLO,GB,51.89419937133789,-2.167220115661621
1196,Sywell Aerodrome,ORM,GB,52.3053016663,-0.7930560112
1197,Nottingham Airport,NQT,GB,52.919998,-1.07917
1198,Cotswold Airport,GBA,GB,51.668095,-2.05694
1199,Manchester Airport,MAN,GB,53.349375,-2.279521
1200,Robin Hood Doncaster Sheffield Airport,DSA,GB,53.480538,-1.010656
1201,Upavon Aerodrome,UPV,GB,51.2862014771,-1.7820199728
1202,RNAS Yeovilton,YEO,GB,51.0093994140625,-2.638819932937622
1203,Campbeltown Airport,CAL,GB,55.437198638916016,-5.686389923095703
1204,Eday Airport,EOI,GB,59.19060134887695,-2.7722198963165283
1205,Fair Isle Airport,FIE,GB,59.535801,-1.62806
1206,Whalsay Airstrip,WHS,GB,60.376835,-0.927229
1207,Coll Airport,COL,GB,56.6018981934,-6.61778020859
1208,North Ronaldsay Airport,NRL,GB,59.3675003052,-2.43443989754
1209,Oban Airport,OBN,GB,56.4635009765625,-5.399670124053955
1210,Papa Westray Airport,PPW,GB,59.351699829100006,-2.9002799987800003
1211,Stronsay Airport,SOY,GB,59.1553001404,-2.64139008522
1212,Sanday Airport,NDY,GB,59.250301361083984,-2.576669931411743
1213,Lerwick / Tingwall Airport,LWK,GB,60.192199707,-1.24361002445
1214,Westray Airport,WRY,GB,59.3502998352,-2.95000004768
1215,Colonsay Airstrip,CSA,GB,56.057499,-6.24306
1216,Haverfordwest Airport,HAW,GB,51.833099365234375,-4.9611101150512695
1217,Cardiff International Airport,CWL,GB,51.396702,-3.34333
1218,Swansea Airport,SWS,GB,51.60530090332031,-4.0678300857543945
1219,Bristol Airport,BRS,GB,51.382702,-2.71909
1220,Liverpool John Lennon Airport,LPL,GB,53.333599,-2.84972
1221,London Luton Airport,LTN,GB,51.874698638916016,-0.3683330118656158
1222,Land's End Airport,LEQ,GB,50.102798,-5.67056
1223,St. Mary's Airport,ISC,GB,49.9133,-6.29167
1224,Bournemouth Airport,BOH,GB,50.779999,-1.8425
1225,Southampton Airport,SOU,GB,50.950298,-1.3568
1226,Bembridge Airport,BBP,GB,50.6781005859,-1.10943996906
1227,Newquay Cornwall Airport,NQY,GB,50.44060134887695,-4.995409965515137
1228,Goodwood Aerodrome,QUG,GB,50.859402,-0.759167
1229,Alderney Airport,ACI,GG,49.706104,-2.21472
1230,Guernsey Airport,GCI,GG,49.435001,-2.60197
1231,Jersey Airport,JER,JE,49.20790100097656,-2.195509910583496
1232,Shoreham Airport,ESH,GB,50.835602,-0.297222
1233,London Biggin Hill Airport,BQH,GB,51.33079910279999,0.0324999988079
1234,London Gatwick Airport,LGW,GB,51.148102,-0.190278
1235,Redhill Aerodrome,KRH,GB,51.2136001587,-0.138611003757
1236,London City Airport,LCY,GB,51.505299,0.055278
1237,Farnborough Airport,FAB,GB,51.2757987976,-0.776332974434
1238,Blackbushe Airport,BBS,GB,51.32389831542969,-0.8475000262260437
1239,London Heathrow Airport,LHR,GB,51.4706,-0.461941
1240,Southend Airport,SEN,GB,51.5714,0.695556
1241,Lydd Airport,LYX,GB,50.9561,0.939167
1242,Carlisle Airport,CAX,GB,54.9375,-2.8091700077056885
1243,Blackpool International Airport,BLK,GB,53.77170181274414,-3.0286099910736084
1244,Humberside Airport,HUY,GB,53.57440185546875,-0.350832998752594
1245,Barrow Walney Island Airport,BWF,GB,54.1286111,-3.2675
1246,Leeds Bradford Airport,LBA,GB,53.865898,-1.66057
1247,Warton Aerodrome,WRT,GB,53.745098,-2.88306
1248,Hawarden Airport,CEG,GB,53.178101,-2.97778
1249,Isle of Man Airport,IOM,IM,54.083302,-4.62389
1250,Newcastle Airport,NCL,GB,55.037498,-1.69167
1251,Teesside International Airport,MME,GB,54.509201,-1.42941
1252,East Midlands Airport,EMA,GB,52.8311,-1.32806
1253,Anglesey Airport,VLY,GB,53.2481002808,-4.53533983231
1254,Kirkwall Airport,KOI,GB,58.957801818847656,-2.9049999713897705
1255,Sumburgh Airport,LSI,GB,59.87889862060547,-1.295560002326965
1256,Wick Airport,WIC,GB,58.45890045166016,-3.09306001663208
1257,Aberdeen Dyce Airport,ABZ,GB,57.2019,-2.19778
1258,Inverness Airport,INV,GB,57.54249954223633,-4.047500133514404
1259,Glasgow International Airport,GLA,GB,55.871899,-4.43306
1260,Edinburgh Airport,EDI,GB,55.950145,-3.372288
1261,Islay Airport,ILY,GB,55.68190002441406,-6.256669998168945
1262,Glasgow Prestwick Airport,PIK,GB,55.502003,-4.587019
1263,Benbecula Airport,BEB,GB,57.48109817504883,-7.362780094146728
1264,Scatsta Airport,SCS,GB,60.43280029296875,-1.2961100339889526
1265,Dundee Airport,DND,GB,56.45249938964844,-3.025830030441284
1266,Stornoway Airport,SYY,GB,58.215599,-6.33111
1267,Barra Airport,BRR,GB,57.0228,-7.44306
1268,Perth/Scone Airport,PSL,GB,56.43920135498047,-3.372220039367676
1269,Tiree Airport,TRE,GB,56.49919891357422,-6.869170188903809
1270,Unst Airport,UNT,GB,60.74720001220703,-0.8538500070571899
1271,Leuchars Station Airfield,ADX,GB,56.37398,-2.868862
1272,RAF Lossiemouth,LMO,GB,57.7052001953125,-3.339169979095459
1273,Cambridge Airport,CBG,GB,52.205002,0.175
1274,Norwich International Airport,NWI,GB,52.6758,1.28278
1275,London Stansted Airport,STN,GB,51.8849983215,0.234999999404
1276,Wycombe Air Park,HYC,GB,51.6116981506,-0.8083329796790001
1277,Exeter International Airport,EXT,GB,50.734402,-3.41389
1278,Oxford (Kidlington) Airport,OXF,GB,51.8368988037,-1.32000005245
1279,Rochester Airport,RCS,GB,51.351898193359375,0.5033329725265503
1280,RAF Benson,BEX,GB,51.6164016724,-1.09582996368
1281,RAF Lakenheath,LKZ,GB,52.409302,0.561
1282,RAF Mildenhall,MHZ,GB,52.3619,0.486406
1283,RAF Wyton,QUY,GB,52.3572006226,-0.107832998037
1284,RAF Fairford,FFD,GB,51.682201,-1.79003
1285,RAF Brize Norton,BZZ,GB,51.75,-1.58362
1286,RAF Odiham,ODH,GB,51.2341003418,-0.94282501936
1287,RAF Northolt,NHT,GB,51.5530014038,-0.418166995049
1288,RAF Coningsby,QCY,GB,53.0929985046,-0.166014000773
1289,RAF Honington,BEQ,GB,52.34260177612305,0.7729390263557434
1290,RAF Scampton,SQZ,GB,53.307800293,-0.550832986832
1291,RAF Linton-On-Ouse,HRT,GB,54.0489006042,-1.2527500391
1292,RAF Waddington,WTN,GB,53.1661987305,-0.523810982704
1293,RAF Marham,KNF,GB,52.648395,0.550692
1294,Mount Pleasant Airport,MPN,FK,-51.82279968261719,-58.44720077514648
1295,Amsterdam Airport Schiphol,AMS,NL,52.308601,4.76389
1296,Maastricht Aachen Airport,MST,NL,50.911701,5.77014
1297,Eindhoven Airport,EIN,NL,51.4500999451,5.37452983856
1298,Eelde Airport,GRQ,NL,53.1197013855,6.57944011688
1299,Gilze Rijen Air Base,GLZ,NL,51.56740188598633,4.931829929351807
1300,De Kooy Airport,DHR,NL,52.92340087890625,4.780620098114014
1301,Lelystad Airport,LEY,NL,52.4603,5.52722
1302,Leeuwarden Air Base,LWR,NL,53.22859954833984,5.760560035705566
1303,Rotterdam The Hague Airport,RTM,NL,51.956902,4.43722
1304,Twente Airport,ENS,NL,52.275833,6.889167
1305,Woensdrecht Air Base,WOE,NL,51.4491,4.34203
1306,Bantry Aerodrome,BYT,IE,51.6772,-9.487123
1307,Belmullet Aerodrome,BLY,IE,54.2228012085,-10.0307998657
1308,Connemara Regional Airport,NNR,IE,53.23030090332031,-9.467780113220217
1309,Cork Airport,ORK,IE,51.841301,-8.49111
1310,Galway Airport,GWY,IE,53.300201416015625,-8.941590309143066
1311,Donegal Airport,CFN,IE,55.0442008972168,-8.340999603271484
1312,Dublin Airport,DUB,IE,53.421299,-6.27007
1313,Inishmore Aerodrome,IOR,IE,53.1067008972168,-9.653610229492188
1314,Inisheer Aerodrome,INQ,IE,53.064701,-9.5109
1315,Kilkenny Airport,KKY,IE,52.65079879760742,-7.296110153198242
1316,Ireland West Knock Airport,NOC,IE,53.910301,-8.81849
1317,Kerry Airport,KIR,IE,52.180901,-9.52378
1318,Letterkenny Airfield,LTR,IE,54.951302,-7.67283
1319,Inishmaan Aerodrome,IIA,IE,53.09299850463867,-9.568059921264648
1320,Shannon Airport,SNN,IE,52.702,-8.92482
1321,Sligo Airport,SXL,IE,54.280200958252,-8.5992097854614
1322,Waterford Airport,WAT,IE,52.187198638916016,-7.086959838867188
1323,Ejin Banner Taolai Airport,EJN,CN,42.0155,101.0005
1324,Enejit Airport,EJT,MH,6.0404,171.9846
1325,Aarhus Airport,AAR,DK,56.303331,10.618286
1326,Billund Airport,BLL,DK,55.7402992249,9.15178012848
1327,Copenhagen Kastrup Airport,CPH,DK,55.617900848389,12.656000137329
1328,Esbjerg Airport,EBJ,DK,55.525902,8.5534
1329,Karup Airport,KRP,DK,56.29750061035156,9.124629974365234
1330,Læsø Airport,BYR,DK,57.27719879150391,11.000100135803224
1331,Lolland Falster Maribo Airport,MRW,DK,54.699299,11.4401
1332,Odense Airport,ODE,DK,55.47669982910156,10.330900192260742
1333,Copenhagen Roskilde Airport,RKE,DK,55.58560180664063,12.131400108337402
1334,Bornholm Airport,RNN,DK,55.06330108642578,14.759599685668944
1335,Sønderborg Airport,SGD,DK,54.96440124511719,9.791729927062988
1336,Sindal Airport,CNL,DK,57.503502,10.2294
1337,Skrydstrup Air Base,SKS,DK,55.221048,9.26702
1338,Skive Airport,SQW,DK,56.550201416015625,9.172980308532717
1339,Thisted Airport,TED,DK,57.06880187988281,8.705220222473145
1340,Vágar Airport,FAE,FO,62.063256,-7.275782
1341,Stauning Airport,STA,DK,55.9901008605957,8.353910446166992
1342,Aalborg Airport,AAL,DK,57.092759,9.849243
1343,Luxembourg-Findel International Airport,LUX,LU,49.6233333,6.2044444
1344,"Ålesund Airport, Vigra",AES,NO,62.5625,6.1197
1345,"Andøya Airport, Andenes",ANX,NO,69.292503,16.144199
1346,Alta Airport,ALF,NO,69.976097106934,23.371700286865
1347,"Førde Airport, Bringeland",FDE,NO,61.391102,5.75694
1348,"Brønnøysund Airport, Brønnøy",BNN,NO,65.461098,12.2175
1349,Bodø Airport,BOO,NO,67.269203,14.3653
1350,"Bergen Airport, Flesland",BGO,NO,60.2934,5.21814
1351,Båtsfjord Airport,BJF,NO,70.60050201416,29.691400527954
1352,Berlevåg Airport,BVG,NO,70.871399,29.034201
1353,"Kristiansand Airport, Kjevik",KRS,NO,58.204201,8.08537
1354,Geilo Airport Dagali,DLD,NO,60.41730117797852,8.518349647521973
1355,Bardufoss Airport,BDU,NO,69.055801391602,18.540399551392
1356,"Harstad/Narvik Airport, Evenes",EVE,NO,68.491302490234,16.678100585938
1357,"Fagernes Airport, Leirin",VDB,NO,61.015598,9.28806
1358,Florø Airport,FRO,NO,61.583599090576,5.0247201919556
1359,"Oslo Airport, Gardermoen",OSL,NO,60.193901,11.1004
1360,"Hamar Lufthavn, Stavsberg",HMR,NO,60.8181,11.068
1361,"Haugesund Airport, Karmøy",HAU,NO,59.345299,5.20836
1362,Hammerfest Airport,HFT,NO,70.679702758789,23.668600082397
1363,Hasvik Airport,HAA,NO,70.486701965332,22.139699935913
1364,"Honningsvåg Airport, Valan",HVG,NO,71.009697,25.983601
1365,"Kristiansund Airport, Kvernberget",KSU,NO,63.111801,7.82452
1366,Gol Airport,GLL,NO,60.791066,9.048672
1367,"Kirkenes Airport, Høybuktmoen",KKN,NO,69.7258,29.8913
1368,Lista Airport,FAN,NO,58.0994987487793,6.626049995422363
1369,Leknes Airport,LKN,NO,68.152496337891,13.609399795532
1370,Mehamn Airport,MEH,NO,71.02970123291,27.826700210571
1371,"Molde Airport, Årø",MOL,NO,62.744701,7.2625
1372,"Mosjøen Airport, Kjærstad",MJF,NO,65.783997,13.2149
1373,"Lakselv Airport, Banak",LKL,NO,70.068802,24.973499
1374,Namsos Airport,OSY,NO,64.472198,11.5786
1375,Notodden Airport,NTB,NO,59.565701,9.21222
1376,Ørland Airport,OLA,NO,63.69889831542969,9.604000091552734
1377,"Ørsta-Volda Airport, Hovden",HOV,NO,62.180000305176,6.0741000175476
1378,"Mo i Rana Airport, Røssvoll",MQN,NO,66.363899230957,14.301400184631
1379,"Rørvik Airport, Ryum",RVK,NO,64.838302612305,11.14610004425
1380,Røros Airport,RRS,NO,62.578399658203,11.342300415039
1381,Røst Airport,RET,NO,67.527801513672,12.103300094604
1382,"Moss Airport, Rygge",RYG,NO,59.378817,10.785439
1383,"Svalbard Airport, Longyear",LYR,NO,78.246101379395,15.465600013733
1384,"Sandane Airport, Anda",SDN,NO,61.830002,6.10583
1385,"Sogndal Airport, Haukåsen",SOG,NO,61.156101,7.13778
1386,"Svolvær Airport, Helle",SVJ,NO,68.243301,14.6692
1387,"Stokmarknes Airport, Skagen",SKN,NO,68.578827,15.033417
1388,Skien Airport,SKE,NO,59.185001373291016,9.566940307617188
1389,"Stord Airport, Sørstokken",SRP,NO,59.791901,5.34085
1390,Sørkjosen Airport,SOJ,NO,69.786796569824,20.959400177002
1391,"Vardø Airport, Svartnes",VAW,NO,70.355400085449,31.044900894165
1392,"Sandnessjøen Airport, Stokka",SSJ,NO,65.956802,12.4689
1393,"Tromsø Airport, Langnes",TOS,NO,69.683296,18.9189
1394,"Sandefjord Airport, Torp",TRF,NO,59.1866989136,10.258600235
1395,"Trondheim Airport, Værnes",TRD,NO,63.457802,10.924
1396,Vadsø Airport,VDS,NO,70.065299987793,29.844699859619
1397,Yan'an Nanniwan Airport,ENY,CN,36.479413,109.464083
1398,"Stavanger Airport, Sola",SVG,NO,58.876701,5.63778
1399,Bydgoszcz Ignacy Jan Paderewski Airport,BZG,PL,53.096802,17.977699
1400,Częstochowa-Rudniki,CZW,PL,50.884998,19.2047
1401,Gdańsk Lech Wałęsa Airport,GDN,PL,54.37760162353516,18.46619987487793
1402,Kraków John Paul II International Airport,KRK,PL,50.077702,19.7848
1403,Katowice International Airport,KTW,PL,50.4743,19.08
1404,Lublin Airport,LUZ,PL,51.240278,22.713611
1405,Łódź Władysław Reymont Airport,LCJ,PL,51.7219009399,19.3980998993
1406,Modlin Airport,WMI,PL,52.451099,20.6518
1407,Poznań-Ławica Airport,POZ,PL,52.421001,16.8263
1408,Radom Airport,RDO,PL,51.389198,21.213301
1409,Rzeszów-Jasionka Airport,RZE,PL,50.110001,22.018999
1410,"Szczecin-Goleniów ""Solidarność"" Airport",SZZ,PL,53.584702,14.9022
1411,Olsztyn-Mazury Airport,SZY,PL,53.481899,20.9377
1412,Warsaw Chopin Airport,WAW,PL,52.1656990051,20.9671001434
1413,Copernicus Wrocław Airport,WRO,PL,51.102699,16.885799
1414,Zielona Góra-Babimost Airport,IEG,PL,52.1385002136,15.7986001968
1415,Erdenet Airport,ERT,MN,48.9830555556,104.150555556
1416,Ronneby Airport,RNB,SE,56.266701,15.265
1417,Gothenburg-Landvetter Airport,GOT,SE,57.662799835205,12.279800415039
1418,Jönköping Airport,JKG,SE,57.757598876953125,14.068699836730955
1419,Lidköping-Hovby Airport,LDK,SE,58.4655,13.1744
1420,Gothenburg City Airport,GSE,SE,57.7747,11.8704
1421,Skövde Airport,KVB,SE,58.45640182495117,13.972700119018556
1422,Trollhättan-Vänersborg Airport,THN,SE,58.31809997558594,12.345000267028809
1423,Karlskoga Airport,KSK,SE,59.34590148925781,14.49590015411377
1424,Mora Airport,MXX,SE,60.957901,14.5114
1425,Stockholm Skavsta Airport,NYO,SE,58.788601,16.912201
1426,Scandinavian Mountains Airport,SCR,SE,61.158393,12.842503
1427,Kristianstad Airport,KID,SE,55.92169952392578,14.08549976348877
1428,Oskarshamn Airport,OSK,SE,57.350498,16.497999
1429,Kalmar Airport,KLR,SE,56.685501,16.2876
1430,Malmö Sturup Airport,MMX,SE,55.536305,13.376198
1431,Halmstad Airport,HAD,SE,56.69110107421875,12.820199966430664
1432,Växjö Kronoberg Airport,VXO,SE,56.92910003662109,14.727999687194824
1433,Sveg Airport,EVG,SE,62.047798,14.4229
1434,Gällivare Airport,GEV,SE,67.13240051269531,20.814599990844727
1435,Kramfors-Sollefteå Höga Kusten Airport,KRF,SE,63.048599,17.7689
1436,Lycksele Airport,LYC,SE,64.548302,18.7162
1437,Sundsvall-Härnösand Airport,SDL,SE,62.528099060058594,17.443899154663086
1438,Örnsköldsvik Airport,OER,SE,63.40829849243164,18.989999771118164
1439,Kiruna Airport,KRN,SE,67.821998596191,20.336799621582
1440,Skellefteå Airport,SFT,SE,64.62480163574219,21.07690048217773
1441,Umeå Airport,UME,SE,63.791801452637,20.282800674438
1442,Vilhelmina South Lapland Airport,VHM,SE,64.579102,16.833599
1443,Arvidsjaur Airport,AJR,SE,65.59030151367188,19.28190040588379
1444,Söderhamn Airport,SOO,SE,61.26150131225586,17.09910011291504
1445,Åre Östersund Airport,OSD,SE,63.194400787354,14.50030040741
1446,Örebro Airport,ORB,SE,59.22370147705078,15.038000106811523
1447,Hagfors Airport,HFS,SE,60.0201,13.5789
1448,Karlstad Airport,KSD,SE,59.4446983337,13.3374004364
1449,Stockholm Västerås Airport,VST,SE,59.58940124511719,16.63360023498535
1450,Luleå Airport,LLA,SE,65.5438,22.122
1451,Stockholm-Arlanda Airport,ARN,SE,59.651901245117,17.918600082397
1452,Stockholm-Bromma Airport,BMA,SE,59.354400634765625,17.941699981689453
1453,Dala Airport,BLE,SE,60.422001,15.5152
1454,Hultsfred Airport,HLF,SE,57.525799,15.8233
1455,Gävle Sandviken Airport,GVX,SE,60.593299865722656,16.951400756835938
1456,Linköping City Airport,LPI,SE,58.4062004089,15.6805000305
1457,Norrköping Airport,NRK,SE,58.58629989624024,16.250600814819336
1458,Torsby Airport,TYF,SE,60.1576,12.9913
1459,Eskilstuna Airport,EKT,SE,59.35110092163086,16.70840072631836
1460,Visby Airport,VBY,SE,57.662799835205,18.346200942993
1461,Västervik Airport,VVK,SE,57.779999,16.5236
1462,Ängelholm-Helsingborg Airport,AGH,SE,56.29610061645508,12.847100257873535
1463,Storuman Airport,SQO,SE,64.960899,17.6966
1464,Idre Airport,IDB,SE,61.86970138549805,12.68939971923828
1465,Pajala Airport,PJA,SE,67.24559783935547,23.06889915466309
1466,Hemavan Airport,HMV,SE,65.806099,15.0828
1467,Geladi Airport,GLC,ET,6.984439849849999,46.4213981628
1468,Shire Inda Selassie Airport,SHC,ET,14.075699,38.273592
1469,Spangdahlem Air Base,SPM,DE,49.9726982117,6.69250011444
1470,Ramstein Air Base,RMS,DE,49.436901,7.60028
1471,Fritzlar Army Airfield,FRZ,DE,51.1146,9.286
1472,Flugplatz Kitzingen,KZG,DE,49.743099,10.2006
1473,Nordholz Naval Airbase,FCN,DE,53.7677001953,8.658499717709999
1474,Geilenkirchen Air Base,GKE,DE,50.9608,6.04242
1475,Rostock-Laage Airport,RLG,DE,53.9182014465,12.2783002853
1476,Schleswig Air Base,WBG,DE,54.459301,9.51633
1477,Wiesbaden Army Airfield,WIE,DE,50.049800872802734,8.325400352478027
1478,Ingolstadt Manching Airport,IGS,DE,48.7156982421875,11.534000396728516
1479,Daugavpils International Airport,DGP,LV,55.944721,26.665001
1480,Liepāja International Airport,LPX,LV,56.51750183105469,21.096900939941406
1481,Riga International Airport,RIX,LV,56.923599,23.9711
1482,Ventspils International Airport,VNT,LV,57.35779953,21.5442008972
1483,Kaunas International Airport,KUN,LT,54.96390151977539,24.084800720214844
1484,Palanga International Airport,PLQ,LT,55.97320175170898,21.093900680541992
1485,Panevėžys Air Base,PNV,LT,55.729400634765625,24.46080017089844
1486,Šiauliai International Airport,SQQ,LT,55.89390182495117,23.395000457763672
1487,Vilnius International Airport,VNO,LT,54.634102,25.285801
1488,Ranger Municipal Airport,RGR,US,32.4525985718,-98.682800293
1489,Alexander Bay Airport,ALJ,ZA,-28.575001,16.5333
1490,Aggeneys Airport,AGZ,ZA,-29.28179931640625,18.813899993896484
1491,Alldays Airport,ADY,ZA,-22.6790008545,29.0555000305
1492,Bisho Airport,BIY,ZA,-32.8970985413,27.2791004181
1493,Bram Fischer International Airport,BFN,ZA,-29.092699,26.302401
1494,Bultfontein Airport,UTE,ZA,-28.273369,26.135835
1495,Arathusa Safari Lodge Airport,ASS,ZA,-24.744165,31.522499
1496,Cradock Airport,CDO,ZA,-32.1567001343,25.6455993652
1497,Cape Town International Airport,CPT,ZA,-33.9648017883,18.6016998291
