,name,country_code,city,latitude,longitude
3050,Palyon Medical,USA,New York,40.756054,-73.986951
3051,Lycera,USA,Ann Arbor,42.277416,-83.733276
3052,iScience Interventional,USA,Menlo Park,37.4805104,-122.1807356
3053,Molecular Templates,USA,Austin,30.268735,-97.745209
3054,Marinus Pharmaceuticals,USA,Branford,41.29606,-72.770691
3055,CycloMedia Technology,NLD,Waardenburg,52.2994539,4.5896596
3056,NeoPhotonics,USA,San Jose,37.3961981,-121.9301666
3057,20:20 Mobile,ARE,"Crewe, Cheshire",53.0842802,-2.423658
3058,CrowdGather,USA,Woodland Hills,34.168955,-118.575293
3059,Intradigm Corporation,USA,Palo Alto,37.435768,-122.110835
3060,OpTier,USA,New York,40.754937,-73.985647
3061,Scout Labs,USA,San Francisco,37.775196,-122.419204
3062,Alnara Pharmaceuticals,USA,Cambridge,42.3624253,-71.116031
3063,CoolIT Systems,CAN,"Calgary, Alberta",51.087738,-113.991642
3064,Ybrant Digital,IND,Hyderabad,17.4171161,78.4119492
3065,SunGard,USA,Wayne,40.075096,-75.42402
3066,Azingo,USA,Sunnyvale,37.382162,-122.036301
3067,MedeAnalytics,USA,Emeryville,37.8402108,-122.2912173
3068,Waste Remedies,USA,St. Louis,38.65539,-90.296192
3069,Omni-ID,USA,Foster City,37.561111,-122.270487
3070,Zymeworks,CAN,"Vancouver,BC",49.2644563,-123.1356715
3071,Athenix,USA,Research Triangle Park,35.8893657,-78.880602
3072,Deerpath Energy,USA,Marblehead,42.508619,-70.84422
3073,HaloSource,USA,Bothell,47.799279,-122.210048
3074,Si2 Microsystems,USA,San Jose,37.234708,-121.779272
3075,Nuventix,USA,Austin,30.239229,-97.834211
3076,Schoolwires,USA,State College,40.7872915,-77.8268382
3077,Hycrete,USA,Carlstadt,40.82366,-74.055948
3078,Pearl Therapeutics,USA,Redwood City,37.502169,-122.217727
3079,Teliris,USA,New York,42.9029654,-78.883572
3080,Nektar Therapeutics,USA,San Carlos,37.519102,-122.264348
3081,Aveksa,USA,Waltham,42.3988661,-71.253781
3082,Aveksa,IND,Bangalore,12.9346716,77.6317612
3083,Mobiles Republic,FRA,Bordeaux Cedex,44.8743952,-0.5754294
3084,Preferred Systems Solutions,USA,McLean,38.923453,-77.227525
3085,SpectraLinear,IND,,37.383777,-121.963705
3086,SpectraLinear,USA,Austin,30.267153,-97.7430608
3087,Layer 7 Technologies,USA,Washington,38.897976,-77.028561
3088,Layer 7 Technologies,CAN,Vancouver,49.2864769,-123.1220081
3089,Layer 7 Technologies,GBR,Surrey,51.2357089,-0.5813902
3090,Digi International,USA,Minnetonka,44.898635,-93.415905
3091,MedManage Systems,USA,Bothell,47.7781074,-122.1889186
3092,Physicians Interactive,USA,Reading,42.2938519,-87.9973255
3093,Antenna Software,USA,Jersey City,40.720883,-74.081365
3094,Cyber-Rain,USA,,34.186206,-118.50391
3095,Aspen Aerogels,USA,Northborough,42.347872,-71.63034
3096,Alter-G,USA,Fremont,37.4667988,-121.9240065
3097,TARIS Biomedical,USA,Lexington,42.4236783,-71.2459523
3098,XDx,USA,Brisbane,37.691226,-122.4040269
3099,CE Info Systems,IND,New Delhi,28.5360568,77.2078207
3100,Edgeware,SWE,STOCKHOLM,59.3326694,18.0523253
3101,Edgeware,USA,San Jose,37.3403284,-121.8864433
3102,Delphi,USA,,42.603532,-83.16134
3103,WiNetworks,USA,New York,40.770437,-73.990426
3104,Altobeam,CHN,Beijing,55.902143,-3.208711
3105,EpiCrystals,FIN,Tampere,61.446133,23.860719
3106,Jasper Design Automation,USA,Mountain View,37.393536,-122.076747
3107,Pipeline Micro,USA,Honolulu,21.292181,-157.850924
3108,EcoSMART Technologies,USA,Alpharetta,34.0374308,-84.2952754
3109,CoMentis,USA,South San Francisco,37.646457,-122.394008
3110,FireScope,USA,Huntington Beach,33.664705,-118.012553
3111,FireScope,USA,Carrollton,33.0353,-96.9274
3112,FireScope,AUS,Sydney,-33.867139,151.207114
3113,FireScope,GBR,London,51.5001524,-0.1262362
3114,Acumentrics,USA,Westwood,42.225617,-71.179801
3115,Advanced Manufacturing Control Systems,IRL,Co. Limerick,52.5155,-8.44692
3116,Innovation Fuels,USA,New Haven,41.2887451,-72.903102
3117,ERTH Technologies,USA,Longmont,40.093828,-105.187208
3118,Principle Power,USA,Seattle,47.5992095,-122.3343564
3119,Gevo,USA,Englewood,39.558982,-104.856898
3120,Sunovia,USA,Sarasota,27.4281996,-82.5362596
3121,ExploraMed,USA,Mountain View,37.400945,-122.111318
3122,Nuon Therapeutics,USA,San Mateo,37.536402,-122.325129
3123,Mainstream energy,USA,San Luis Obispo,35.2441852,-120.6425269
3124,Woodland Biofuels,CAN,Ontario,43.6455935,-79.6944325
3125,Clean Mobile,DEU,,48.0554409,11.6075086
3126,Breathe Technologies,USA,Irvine,33.664567,-117.747521
3127,Inspire Medical Systems,USA,Maple Grove,45.069344,-93.4034162
3128,Spiracur,USA,Redwood City,37.4298335,-122.004179
3129,Bioscale,USA,LEXINGTON,42.3609606,-71.1017618
3130,Onset Technology,USA,Waltham,42.39526,-71.256368
3131,Formatta,USA,Fairfax,38.872668,-77.367981
3132,Maxymiser,USA,New York,55.9485591,-3.2151393
3133,Genasys,ESP,Madrid,40.4161835,-3.6988729
3134,VISEO,FRA,PARIS,48.8712793,2.307045
3135,Flirtomatic,GBR,London,51.5272363,-0.0956262
3136,Colibria,NOR,Lysaker,59.9115246,10.6389654
3137,Keldelice,FRA,Paris,48.8762858,2.3484231
3138,VytronUS,USA,Sunnyvale,37.394258,-122.032776
3139,Struq,GBR,London,51.5152023,-0.1366861
3140,Struq,USA,,40.7766412,-73.9521468
3141,High Gear Media,USA,Menlo Park,37.445335,-122.15833
3142,SoloPower,USA,San Jose,37.253463,-121.782906
3143,Coskata,USA,Warrenville,41.8035954,-88.159371
3144,Metallkraft AS,NOR,Kristiansand,58.155769,7.9543206
3145,Solairedirect,FRA,Paris,48.8745951,2.3210737
3146,Qteros,USA,Marlborough,42.3253727,-71.5854884
3147,NeoSystems,USA,Vienna,38.9128266,-77.2200164
3148,ChallengePost,USA,New York,40.7408042,-74.00717
3149,Mashable,USA,New York,40.7401544,-73.9867417
3150,R2 Semiconductor,USA,Sunnyvale,37.4104762,-122.0185959
3151,Unique Solutions,CAN,,44.7097082,-63.5866685
3152,FishNet Security,USA,Alpharetta,34.063151,-84.290567
3153,FishNet Security,USA,Newport Beach,33.666407,-117.859182
3154,DeciZium,USA,San Jose,37.337756,-121.89435
3155,Compliance 360,USA,Alpharetta,34.045551,-84.311385
3156,Ciclon Semiconductor Device Corporation,USA,Bethlehem,40.6015759,-75.3611135
3157,AlterPoint,USA,Austin,30.354768,-97.798152
3158,Sana Security,USA,San Mateo,37.54763,-122.307887
3159,Mirage Networks,USA,Chicago,41.881978,-87.630125
3160,Force10 Networks,USA,San Jose,37.418636,-121.944828
3161,TeachScape,USA,San Francisco,37.7869047,-122.4043924
3162,PopCap Games,USA,Seattle,47.6161693,-122.3451897
3163,ISIS sentronics,DEU,,48.265012,13.0305666
3164,StyleCaster,USA,New York City,40.7450497,-73.9900984
3165,UAB FIMA,LTU,Vilnius,54.7075951,25.3046071
3166,Decalog,FRA,,44.940367,4.8665775
3167,Content Syndicate: Words on Demand,ARE,Dubai,25.1910055,55.2373803
3168,Athic Solutions,FRA,Puteaux,48.8830111,2.2382555
3169,Northern Power Systems,USA,Barre,44.170982,-72.486152
3170,GreenVolts,USA,Fremont,37.790153,-122.398669
3171,AltaRock Energy,USA,Seattle,47.6859295,-122.3373282
3172,AltaRock Energy,USA,Seattle,47.620973,-122.347276
3173,SoftLayer,USA,Dallas,33.017317,-96.837682
3174,Purple Labs,CHE,DÃ¼bendorf,47.4004994,8.6029472
3175,Semprius,USA,Durham,35.8948471,-78.8923523
3176,One97 Communications,IND,Noida,28.5888843,77.3223915
3177,One97 Communications,IND,Chennai,13.0364759,80.2292154
3178,Quench,USA,King of Prussia,39.767016,-86.156255
3179,Grain Management,USA,Sarasota,27.3372319,-82.5309605
3180,MBA Polymers,USA,Richmond,37.93039,-122.374927
3181,aCon,DNK,Soenderborg,54.9201429,9.8114974
3182,OSG Records Management,RUS,Moscow,30.617845,-87.910036
3183,Teambox,ESP,Barcelona,41.4063346,2.1920231
3184,Bling Nation,USA,Palo Alto,37.446411,-122.16054
3185,Access Intelligence,USA,Rockville,39.1133736,-77.1834024
3186,Roc2Loc,USA,San Francisco,37.782475,-122.407764
3187,Adventi,GBR,Bellshill,55.8258935,-4.0397147
3188,Testplant,GBR,London,51.517356,-0.1037742
3189,Testplant,USA,Boulder,40.0230047,-105.2532841
3190,OATSystems,USA,Waltham,42.3853422,-71.2070168
3191,HiperScan,DEU,Dresden,51.1260927,13.7850316
3192,Ultra Electronics,GBR,,51.5416173,-0.3631758
3193,BzzAgent,USA,Boston,42.341899,-71.065924
3194,PacketVideo,USA,San Diego,32.718834,-117.163841
3195,Trapeze Networks,USA,Pleasanton,37.6865226,-121.8908739
3196,SKURA,CAN,Oakville,43.5041715,-79.6711308
3197,Avenda Systems,USA,Santa Clara,37.381034,-121.971487
3198,Homesnap,USA,Washington,38.960381,-77.084811
3199,BuyVIP,ESP,Madrid,40.4167413,-3.7032498
3200,Adomo,USA,Cupertino,37.323345,-122.029954
3201,CPower,USA,New York,40.756054,-73.986951
3202,GreenBytes,USA,Providence,41.829229,-71.421059
3203,Culture Jam,USA,Los Angeles,34.0137151,-118.4660597
3204,Nordic Windpower,USA,Berkeley,37.863464,-122.3153453
3205,Anchor Bay Technologies,USA,Campbell,37.2496346,-121.9665932
3206,Kineto Wireless,USA,Milpitas,37.405474,-121.918248
3207,SandForce,USA,Milpitas,37.2807831,-122.0032261
3208,Sierra Monolithics,USA,Redondo Beach,33.8391756,-118.3895144
3209,Sierra Monolithics,USA,Sunnyvale,37.384206,-121.992805
3210,Sierra Monolithics,USA,Irvine,33.649475,-117.849172
3211,Venturi Wireless,USA,Sunnyvale,37.4099985,-122.0018725
3212,GoTV Networks,USA,Sherman Oaks,34.15084,-118.448703
3213,Veeco Instruments,USA,Plainview,40.791699,-73.467612
3214,Clavis Technology,USA,Cambridge,42.3626626,-71.084153
3215,FinAnalytica,USA,New York,40.751293,-73.978887
3216,Presidium Learning,USA,Reston,38.947942,-77.331536
3217,Equiendo,IRL,Nangor Road,53.3370743,-6.2518914
3218,poLight,NOR,Horten,59.417084,10.4832128
3219,Crocus Technology,USA,Sunnyvale,37.386774,-121.987661
3220,Canevaflor,FRA,,45.1939977,1.4494329
3221,Mesuro,GBR,Pencoed,51.521087,-3.49837
3222,afterBOT,USA,Norcross,33.9391998,-84.1503956
3223,Continuity Engine,USA,New Haven,41.3279176,-73.2435522
3224,Incuity Software,USA,Mission Viejo,33.6640874,-117.6325191
3225,Nexterra,CAN,Vancouver,49.282159,-123.1176496
3226,Neodyne Biosciences,USA,Menlo Park,37.483483,-122.17666
3227,NovaSys,USA,Little Rock,34.7465,-92.2894
3228,DebtFolio,USA,Hartford,41.765553,-72.673015
3229,Everyday Solutions,USA,Concord,42.4623551,-71.3797358
3230,NanoBio,USA,Ann Arbor,42.3079711,-83.6927623
3231,InfoLogix,USA,Hatboro,40.1923295,-75.1069232
3232,smartFOCUS,GBR,Bristol,51.4525116,-2.5909744
3233,Ponte Solutions,USA,Mountain View,37.400945,-122.111318
3234,PaymentOne,USA,San Jose,37.248043,-121.776935
3235,Arkeia Software,USA,Carlsbad,33.132567,-117.292746
3236,Jelli,USA,San Mateo,37.55909,-122.321836
3237,Vigilos,USA,Seattle,47.6113314,-122.3430581
3238,ANTs Software,USA,Dunwoody,37.590056,-122.347654
3239,OptiMedica,USA,Santa Clara,37.3777985,-121.9744545
3240,Aqwise,ISR,Herzliya,32.162413,34.844675
3241,Tiny Speck,CAN,Vancouver,49.2824551,-123.109217
3242,NanoInk,USA,Skokie,42.041574,-87.749253
3243,Advanced Power Projects,USA,Fremont,37.5252461,-121.9178417
3244,Luminus Devices,USA,Billerica,42.528635,-71.278022
3245,Chestnut Medical,USA,Menlo Park,37.4819462,-122.1717587
3246,Nellix,USA,Palo Alto,37.4499718,-122.1161779
3247,Cameron Health,USA,San Clemente,33.44801,-117.607717
3248,Cantimer,USA,Menlo Park,37.484616,-122.181753
3249,Celestial Semiconductor,USA,San Jose,37.386417,-121.92917
3250,Purfresh,USA,Menlo Park,37.477008,-122.151599
3251,InSound Medical,USA,Newark,37.512038,-121.998513
3252,Getyoo,BEL,Brussels,50.83997,4.3464721
